Numero de documentos del corpus: 15904
Word: bruises Frec: 0 LogProb: -13.764656
Word: brukt Frec: 1 LogProb: -13.071509
Word: brulinski Frec: 0 LogProb: -13.764656
Word: brumley Frec: 9 LogProb: -11.462071
Word: brun Frec: 1 LogProb: -13.071509
Word: brunaci Frec: 0 LogProb: -13.764656
Word: brunch Frec: 1 LogProb: -13.071509
Word: brunei Frec: 4 LogProb: -12.155218
Word: brunel Frec: 3 LogProb: -12.378362
Word: bruner Frec: 0 LogProb: -13.764656
Word: bruno Frec: 0 LogProb: -13.764656
Word: brunswick Frec: 1 LogProb: -13.071509
Word: brushed Frec: 0 LogProb: -13.764656
Word: brussel Frec: 0 LogProb: -13.764656
Word: brussels Frec: 2 LogProb: -12.666044
Word: brutalize Frec: 1 LogProb: -13.071509
Word: brutally Frec: 3 LogProb: -12.378362
Word: brute Frec: 2 LogProb: -12.666044
Word: brutt Frec: 2 LogProb: -12.666044
Word: bruun Frec: 4 LogProb: -12.155218
Word: bruzzese Frec: 0 LogProb: -13.764656
Word: bryan Frec: 5 LogProb: -11.972897
Word: bryans Frec: 5 LogProb: -11.972897
Word: bryant Frec: 45 LogProb: -9.936015
Word: bryce Frec: 1 LogProb: -13.071509
Word: bryson Frec: 0 LogProb: -13.764656
Word: brzy Frec: 1 LogProb: -13.071509
Word: bs Frec: 13 LogProb: -11.125599
Word: bsad Frec: 1 LogProb: -13.071509
Word: bsafe Frec: 0 LogProb: -13.764656
Word: bsc Frec: 2 LogProb: -12.666044
Word: bscribe Frec: 1 LogProb: -13.071509
Word: bsd Frec: 0 LogProb: -13.764656
Word: bsdphk Frec: 1 LogProb: -13.071509
Word: bse Frec: 4 LogProb: -12.155218
Word: bses Frec: 0 LogProb: -13.764656
Word: bset Frec: 1 LogProb: -13.071509
Word: bsh Frec: 0 LogProb: -13.764656
Word: bshay Frec: 0 LogProb: -13.764656
Word: bsmw Frec: 2 LogProb: -12.666044
Word: bspecto Frec: 0 LogProb: -13.764656
Word: bsyeuo Frec: 1 LogProb: -13.071509
Word: bt Frec: 2 LogProb: -12.666044
Word: btamail Frec: 22 LogProb: -10.629162
Word: btaxlquarundzo Frec: 1 LogProb: -13.071509
Word: btc Frec: 162 LogProb: -8.670906
Word: btci Frec: 9 LogProb: -11.462071
Word: btebundaberg Frec: 2 LogProb: -12.666044
Word: btel Frec: 7 LogProb: -11.685215
Word: bti Frec: 1 LogProb: -13.071509
Word: btiner Frec: 0 LogProb: -13.764656
Word: btn Frec: 0 LogProb: -13.764656
Word: btob Frec: 1 LogProb: -13.071509
Word: btrieve Frec: 0 LogProb: -13.764656
Word: btu Frec: 1 LogProb: -13.071509
Word: btw Frec: 4 LogProb: -12.155218
Word: btyb Frec: 1 LogProb: -13.071509
Word: bu Frec: 32 LogProb: -10.268148
Word: buafoh Frec: 1 LogProb: -13.071509
Word: buanas Frec: 0 LogProb: -13.764656
Word: bubble Frec: 11 LogProb: -11.279750
Word: bubbles Frec: 0 LogProb: -13.764656
Word: bubbling Frec: 1 LogProb: -13.071509
Word: buchanan Frec: 0 LogProb: -13.764656
Word: bucharest Frec: 1 LogProb: -13.071509
Word: buchas Frec: 2 LogProb: -12.666044
Word: buchhalter Frec: 1 LogProb: -13.071509
Word: buchhalterin Frec: 1 LogProb: -13.071509
Word: buchiri Frec: 9 LogProb: -11.462071
Word: buck Frec: 5 LogProb: -11.972897
Word: bucket Frec: 1 LogProb: -13.071509
Word: bucketing Frec: 0 LogProb: -13.764656
Word: buckets Frec: 1 LogProb: -13.071509
Word: buckle Frec: 0 LogProb: -13.764656
Word: buckled Frec: 0 LogProb: -13.764656
Word: buckminster Frec: 0 LogProb: -13.764656
Word: buckram Frec: 1 LogProb: -13.071509
Word: bucks Frec: 17 LogProb: -10.874285
Word: buckskin Frec: 1 LogProb: -13.071509
Word: budd Frec: 0 LogProb: -13.764656
Word: buddhism Frec: 1 LogProb: -13.071509
Word: buddhist Frec: 0 LogProb: -13.764656
Word: buddies Frec: 2 LogProb: -12.666044
Word: budding Frec: 1 LogProb: -13.071509
Word: buddy Frec: 3 LogProb: -12.378362
Word: buddyscript Frec: 0 LogProb: -13.764656
Word: buddyscriptt Frec: 0 LogProb: -13.764656
Word: bude Frec: 6 LogProb: -11.818746
Word: budete Frec: 1 LogProb: -13.071509
Word: budget Frec: 60 LogProb: -9.653782
Word: budgeted Frec: 0 LogProb: -13.764656
Word: budgeting Frec: 0 LogProb: -13.764656
Word: budgets Frec: 6 LogProb: -11.818746
Word: budow Frec: 0 LogProb: -13.764656
Word: buds Frec: 1 LogProb: -13.071509
Word: budzetu Frec: 0 LogProb: -13.764656
Word: buechnerwww Frec: 1 LogProb: -13.071509
Word: buehler Frec: 0 LogProb: -13.764656
Word: buehring Frec: 1 LogProb: -13.071509
Word: buen Frec: 1 LogProb: -13.071509
Word: buena Frec: 1 LogProb: -13.071509
Word: buenas Frec: 0 LogProb: -13.764656
Word: bueno Frec: 0 LogProb: -13.764656
Word: buenos Frec: 10 LogProb: -11.366761
Word: buenose Frec: 0 LogProb: -13.764656
Word: buenss Frec: 0 LogProb: -13.764656
Word: bues Frec: 0 LogProb: -13.764656
Word: buff Frec: 1 LogProb: -13.071509
Word: buffalo Frec: 1 LogProb: -13.071509
Word: buffeaatt Frec: 1 LogProb: -13.071509
Word: buffer Frec: 3 LogProb: -12.378362
Word: buffering Frec: 1 LogProb: -13.071509
Word: buffers Frec: 2 LogProb: -12.666044
Word: buffet Frec: 1 LogProb: -13.071509
Word: buffett Frec: 25 LogProb: -10.506559
Word: buffoon Frec: 0 LogProb: -13.764656
Word: buffoons Frec: 1 LogProb: -13.071509
Word: bug Frec: 0 LogProb: -13.764656
Word: bugfix Frec: 0 LogProb: -13.764656
Word: bugged Frec: 1 LogProb: -13.071509
Word: bugging Frec: 0 LogProb: -13.764656
Word: buggy Frec: 2 LogProb: -12.666044
Word: bugis Frec: 1 LogProb: -13.071509
Word: bugler Frec: 1 LogProb: -13.071509
Word: bugs Frec: 2 LogProb: -12.666044
Word: bugtraq Frec: 0 LogProb: -13.764656
Word: bugzilla Frec: 0 LogProb: -13.764656
Word: buhari Frec: 2 LogProb: -12.666044
Word: buiider Frec: 16 LogProb: -10.931443
Word: buiiding Frec: 7 LogProb: -11.685215
Word: buik Frec: 3 LogProb: -12.378362
Word: buil Frec: 4 LogProb: -12.155218
Word: build Frec: 295 LogProb: -8.074297
Word: builder Frec: 22 LogProb: -10.629162
Word: builders Frec: 17 LogProb: -10.874285
Word: building Frec: 96 LogProb: -9.189945
Word: buildinga Frec: 1 LogProb: -13.071509
Word: buildingforgeadvice Frec: 7 LogProb: -11.685215
Word: buildings Frec: 5 LogProb: -11.972897
Word: buildinq Frec: 12 LogProb: -11.199707
Word: buildroot Frec: 0 LogProb: -13.764656
Word: builds Frec: 4 LogProb: -12.155218
Word: buildup Frec: 0 LogProb: -13.764656
Word: builetin Frec: 2 LogProb: -12.666044
Word: built Frec: 104 LogProb: -9.110696
Word: builtin Frec: 0 LogProb: -13.764656
Word: buiness Frec: 1 LogProb: -13.071509
Word: buinesses Frec: 0 LogProb: -13.764656
Word: buisness Frec: 2 LogProb: -12.666044
Word: buitenland Frec: 2 LogProb: -12.666044
Word: buitenlandse Frec: 2 LogProb: -12.666044
Word: buitron Frec: 1 LogProb: -13.071509
Word: buka Frec: 1 LogProb: -13.071509
Word: bukar Frec: 1 LogProb: -13.071509
Word: bukola Frec: 1 LogProb: -13.071509
Word: bukuri Frec: 2 LogProb: -12.666044
Word: bul Frec: 4 LogProb: -12.155218
Word: bulawa Frec: 2 LogProb: -12.666044
Word: bulbbetsalmon Frec: 1 LogProb: -13.071509
Word: bulbs Frec: 0 LogProb: -13.764656
Word: bulgaria Frec: 5 LogProb: -11.972897
Word: bulid Frec: 0 LogProb: -13.764656
Word: bulk Frec: 101 LogProb: -9.139684
Word: bulkbook Frec: 8 LogProb: -11.567431
Word: bulker Frec: 1 LogProb: -13.071509
Word: bulkexpert Frec: 4 LogProb: -12.155218
Word: bulking Frec: 1 LogProb: -13.071509
Word: bulkovshteyn Frec: 0 LogProb: -13.764656
Word: bulkpower Frec: 0 LogProb: -13.764656
Word: bulky Frec: 0 LogProb: -13.764656
Word: bull Frec: 12 LogProb: -11.199707
Word: bullard Frec: 0 LogProb: -13.764656
Word: bulldozer Frec: 1 LogProb: -13.071509
Word: bullet Frec: 1 LogProb: -13.071509
Word: bulleted Frec: 0 LogProb: -13.764656
Word: bulletin Frec: 12 LogProb: -11.199707
Word: bulletins Frec: 0 LogProb: -13.764656
Word: bulletproof Frec: 1 LogProb: -13.071509
Word: bulletproofhomes Frec: 2 LogProb: -12.666044
Word: bullets Frec: 1 LogProb: -13.071509
Word: bulling Frec: 1 LogProb: -13.071509
Word: bullion Frec: 1 LogProb: -13.071509
Word: bullish Frec: 0 LogProb: -13.764656
Word: bullitl Frec: 0 LogProb: -13.764656
Word: bullrich Frec: 0 LogProb: -13.764656
Word: bullseye Frec: 1 LogProb: -13.071509
Word: bulmulete Frec: 1 LogProb: -13.071509
Word: bulundu Frec: 1 LogProb: -13.071509
Word: buma Frec: 1 LogProb: -13.071509
Word: bumblebee Frec: 0 LogProb: -13.764656
Word: bumblebeecommunications Frec: 0 LogProb: -13.764656
Word: bumblebees Frec: 1 LogProb: -13.071509
Word: bumbling Frec: 1 LogProb: -13.071509
Word: bump Frec: 0 LogProb: -13.764656
Word: bumped Frec: 1 LogProb: -13.071509
Word: bumper Frec: 3 LogProb: -12.378362
Word: bumps Frec: 1 LogProb: -13.071509
Word: bumsen Frec: 1 LogProb: -13.071509
Word: bun Frec: 1 LogProb: -13.071509
Word: bunch Frec: 0 LogProb: -13.764656
Word: bundchen Frec: 1 LogProb: -13.071509
Word: bundes Frec: 1 LogProb: -13.071509
Word: bundesfinanzministerium Frec: 1 LogProb: -13.071509
Word: bundesstaat Frec: 1 LogProb: -13.071509
Word: bundle Frec: 5 LogProb: -11.972897
Word: bundleambitioncat Frec: 2 LogProb: -12.666044
Word: bundled Frec: 1 LogProb: -13.071509
Word: bundles Frec: 2 LogProb: -12.666044
Word: bundling Frec: 1 LogProb: -13.071509
Word: bundu Frec: 8 LogProb: -11.567431
Word: bunglers Frec: 2 LogProb: -12.666044
Word: bungling Frec: 2 LogProb: -12.666044
Word: bunited Frec: 2 LogProb: -12.666044
Word: bunker Frec: 1 LogProb: -13.071509
Word: bunkmate Frec: 2 LogProb: -12.666044
Word: bunkum Frec: 1 LogProb: -13.071509
Word: bunn Frec: 0 LogProb: -13.764656
Word: bunnies Frec: 1 LogProb: -13.071509
Word: bunt Frec: 1 LogProb: -13.071509
Word: bunting Frec: 1 LogProb: -13.071509
Word: buntroubled Frec: 1 LogProb: -13.071509
Word: bunty Frec: 2 LogProb: -12.666044
Word: buon Frec: 2 LogProb: -12.666044
Word: buoyancy Frec: 1 LogProb: -13.071509
Word: buoyant Frec: 3 LogProb: -12.378362
Word: buoys Frec: 1 LogProb: -13.071509
Word: buraya Frec: 2 LogProb: -12.666044
Word: burbank Frec: 1 LogProb: -13.071509
Word: burchett Frec: 0 LogProb: -13.764656
Word: burden Frec: 4 LogProb: -12.155218
Word: burdening Frec: 1 LogProb: -13.071509
Word: burdens Frec: 2 LogProb: -12.666044
Word: bureacracy Frec: 0 LogProb: -13.764656
Word: bureau Frec: 27 LogProb: -10.432451
Word: bureaucracy Frec: 0 LogProb: -13.764656
Word: bureaucrat Frec: 0 LogProb: -13.764656
Word: bureaucratic Frec: 0 LogProb: -13.764656
Word: bureaucrats Frec: 1 LogProb: -13.071509
Word: bureaus Frec: 4 LogProb: -12.155218
Word: burford Frec: 0 LogProb: -13.764656
Word: burg Frec: 1 LogProb: -13.071509
Word: burgeoning Frec: 1 LogProb: -13.071509
Word: burger Frec: 8 LogProb: -11.567431
Word: burgess Frec: 1 LogProb: -13.071509
Word: burglaries Frec: 1 LogProb: -13.071509
Word: burglarized Frec: 1 LogProb: -13.071509
Word: burglars Frec: 2 LogProb: -12.666044
Word: burglary Frec: 1 LogProb: -13.071509
Word: burgundian Frec: 1 LogProb: -13.071509
Word: burgundies Frec: 1 LogProb: -13.071509
Word: burgundy Frec: 2 LogProb: -12.666044
Word: burial Frec: 1 LogProb: -13.071509
Word: buried Frec: 5 LogProb: -11.972897
Word: buring Frec: 0 LogProb: -13.764656
Word: burk Frec: 0 LogProb: -13.764656
Word: burke Frec: 0 LogProb: -13.764656
Word: burkhart Frec: 0 LogProb: -13.764656
Word: burki Frec: 2 LogProb: -12.666044
Word: burkina Frec: 358 LogProb: -7.881334
Word: burkinabe Frec: 10 LogProb: -11.366761
Word: burleson Frec: 0 LogProb: -13.764656
Word: burlington Frec: 0 LogProb: -13.764656
Word: burn Frec: 33 LogProb: -10.238296
Word: burned Frec: 9 LogProb: -11.462071
Word: burner Frec: 15 LogProb: -10.992067
Word: burners Frec: 1 LogProb: -13.071509
Word: burnertip Frec: 0 LogProb: -13.764656
Word: burnett Frec: 0 LogProb: -13.764656
Word: burning Frec: 27 LogProb: -10.432451
Word: burnished Frec: 1 LogProb: -13.071509
Word: burnocean Frec: 1 LogProb: -13.071509
Word: burns Frec: 29 LogProb: -10.363459
Word: burnside Frec: 1 LogProb: -13.071509
Word: burnskinmarathon Frec: 4 LogProb: -12.155218
Word: burnt Frec: 2 LogProb: -12.666044
Word: burocracia Frec: 1 LogProb: -13.071509
Word: burr Frec: 1 LogProb: -13.071509
Word: burroughs Frec: 0 LogProb: -13.764656
Word: bursary Frec: 1 LogProb: -13.071509
Word: burson Frec: 0 LogProb: -13.764656
Word: burst Frec: 13 LogProb: -11.125599
Word: bursting Frec: 2 LogProb: -12.666044
Word: bursts Frec: 1 LogProb: -13.071509
Word: bursty Frec: 1 LogProb: -13.071509
Word: burt Frec: 0 LogProb: -13.764656
Word: burton Frec: 0 LogProb: -13.764656
Word: bury Frec: 0 LogProb: -13.764656
Word: burying Frec: 0 LogProb: -13.764656
Word: bus Frec: 122 LogProb: -8.952472
Word: busca Frec: 1 LogProb: -13.071509
Word: buscador Frec: 0 LogProb: -13.764656
Word: buscar Frec: 0 LogProb: -13.764656
Word: buscarlo Frec: 0 LogProb: -13.764656
Word: buscas Frec: 0 LogProb: -13.764656
Word: busch Frec: 3 LogProb: -12.378362
Word: busco Frec: 0 LogProb: -13.764656
Word: bush Frec: 1 LogProb: -13.071509
Word: bushels Frec: 2 LogProb: -12.666044
Word: bushism Frec: 0 LogProb: -13.764656
Word: bushnell Frec: 1 LogProb: -13.071509
Word: busi Frec: 2 LogProb: -12.666044
Word: busid Frec: 0 LogProb: -13.764656
Word: busier Frec: 0 LogProb: -13.764656
Word: busiest Frec: 3 LogProb: -12.378362
Word: busin Frec: 8 LogProb: -11.567431
Word: busine Frec: 11 LogProb: -11.279750
Word: busines Frec: 7 LogProb: -11.685215
Word: business Frec: 2420 LogProb: -5.972720
Word: businessabetter Frec: 1 LogProb: -13.071509
Word: businesses Frec: 73 LogProb: -9.460591
Word: businessline Frec: 0 LogProb: -13.764656
Word: businessman Frec: 23 LogProb: -10.586602
Word: businessmen Frec: 1 LogProb: -13.071509
Word: businessnatures Frec: 2 LogProb: -12.666044
Word: businessopps Frec: 1 LogProb: -13.071509
Word: businessstandard Frec: 0 LogProb: -13.764656
Word: businesstoday Frec: 1 LogProb: -13.071509
Word: businessweek Frec: 2 LogProb: -12.666044
Word: businesswoman Frec: 2 LogProb: -12.666044
Word: buss Frec: 0 LogProb: -13.764656
Word: bussell Frec: 0 LogProb: -13.764656
Word: bust Frec: 8 LogProb: -11.567431
Word: buster Frec: 1 LogProb: -13.071509
Word: busy Frec: 35 LogProb: -10.181137
Word: busybeing Frec: 1 LogProb: -13.071509
Word: busying Frec: 1 LogProb: -13.071509
Word: butane Frec: 1 LogProb: -13.071509
Word: butchering Frec: 0 LogProb: -13.764656
Word: butene Frec: 1 LogProb: -13.071509
Word: butiran Frec: 2 LogProb: -12.666044
Word: butler Frec: 2 LogProb: -12.666044
Word: butn Frec: 0 LogProb: -13.764656
Word: butor Frec: 2 LogProb: -12.666044
Word: butt Frec: 2 LogProb: -12.666044
Word: butte Frec: 1 LogProb: -13.071509
Word: butter Frec: 0 LogProb: -13.764656
Word: butterfly Frec: 4 LogProb: -12.155218
Word: buttermilk Frec: 1 LogProb: -13.071509
Word: butters Frec: 1 LogProb: -13.071509
Word: buttock Frec: 0 LogProb: -13.764656
Word: button Frec: 50 LogProb: -9.832830
Word: buttons Frec: 6 LogProb: -11.818746
Word: buttress Frec: 1 LogProb: -13.071509
Word: butts Frec: 0 LogProb: -13.764656
Word: butwa Frec: 1 LogProb: -13.071509
Word: buty Frec: 0 LogProb: -13.764656
Word: buwgkfka Frec: 1 LogProb: -13.071509
Word: buxtehude Frec: 1 LogProb: -13.071509
Word: buxton Frec: 0 LogProb: -13.764656
Word: buy Frec: 344 LogProb: -7.921112
Word: buyade Frec: 2 LogProb: -12.666044
Word: buyback Frec: 0 LogProb: -13.764656
Word: buybacks Frec: 0 LogProb: -13.764656
Word: buychepmeds Frec: 6 LogProb: -11.818746
Word: buycount Frec: 2 LogProb: -12.666044
Word: buyer Frec: 30 LogProb: -10.330668
Word: buyers Frec: 40 LogProb: -10.051085
Word: buyestget Frec: 2 LogProb: -12.666044
Word: buying Frec: 55 LogProb: -9.739305
Word: buyingreplacement Frec: 2 LogProb: -12.666044
Word: buynxlc Frec: 1 LogProb: -13.071509
Word: buyonlinrmeds Frec: 2 LogProb: -12.666044
Word: buyorbt Frec: 1 LogProb: -13.071509
Word: buys Frec: 4 LogProb: -12.155218
Word: buyuses Frec: 2 LogProb: -12.666044
Word: buyyards Frec: 2 LogProb: -12.666044
Word: buz Frec: 130 LogProb: -8.889459
Word: buzz Frec: 26 LogProb: -10.468820
Word: buzzing Frec: 0 LogProb: -13.764656
Word: buzzword Frec: 1 LogProb: -13.071509
Word: buzzwordix Frec: 1 LogProb: -13.071509
Word: buzzwords Frec: 2 LogProb: -12.666044
Word: bv Frec: 3 LogProb: -12.378362
Word: bvax Frec: 1 LogProb: -13.071509
Word: bvba Frec: 2 LogProb: -12.666044
Word: bvgfydrtdf Frec: 1 LogProb: -13.071509
Word: bvip Frec: 6 LogProb: -11.818746
Word: bvlb Frec: 1 LogProb: -13.071509
Word: bvlgaries Frec: 2 LogProb: -12.666044
Word: bvlgary Frec: 1 LogProb: -13.071509
Word: bw Frec: 1 LogProb: -13.071509
Word: bwamb Frec: 1 LogProb: -13.071509
Word: bwe Frec: 2 LogProb: -12.666044
Word: bweb Frec: 2 LogProb: -12.666044
Word: bwl Frec: 1 LogProb: -13.071509
Word: bwnxnifaq Frec: 2 LogProb: -12.666044
Word: bwood Frec: 0 LogProb: -13.764656
Word: bwqvfsy Frec: 2 LogProb: -12.666044
Word: bx Frec: 1 LogProb: -13.071509
Word: bxajwoklm Frec: 1 LogProb: -13.071509
Word: bxjqlhgh Frec: 1 LogProb: -13.071509
Word: bxqoj Frec: 1 LogProb: -13.071509
Word: bxr Frec: 1 LogProb: -13.071509
Word: bxri Frec: 1 LogProb: -13.071509
Word: bxuaj Frec: 1 LogProb: -13.071509
Word: by Frec: 3578 LogProb: -5.581818
Word: byars Frec: 0 LogProb: -13.764656
Word: bybb Frec: 1 LogProb: -13.071509
Word: bybtb Frec: 1 LogProb: -13.071509
Word: byc Frec: 0 LogProb: -13.764656
Word: bycountries Frec: 1 LogProb: -13.071509
Word: bydk Frec: 1 LogProb: -13.071509
Word: bye Frec: 33 LogProb: -10.238296
Word: byeinsect Frec: 2 LogProb: -12.666044
Word: byhlo Frec: 1 LogProb: -13.071509
Word: byl Frec: 0 LogProb: -13.764656
Word: bylaby Frec: 0 LogProb: -13.764656
Word: bylem Frec: 0 LogProb: -13.764656
Word: byles Frec: 0 LogProb: -13.764656
Word: byline Frec: 0 LogProb: -13.764656
Word: bylismy Frec: 0 LogProb: -13.764656
Word: bylo Frec: 0 LogProb: -13.764656
Word: byloby Frec: 0 LogProb: -13.764656
Word: bym Frec: 0 LogProb: -13.764656
Word: byowpmg Frec: 1 LogProb: -13.071509
Word: bypass Frec: 2 LogProb: -12.666044
Word: bypassable Frec: 0 LogProb: -13.764656
Word: bypasses Frec: 1 LogProb: -13.071509
Word: bypath Frec: 1 LogProb: -13.071509
Word: byrdshot Frec: 1 LogProb: -13.071509
Word: byrne Frec: 0 LogProb: -13.764656
Word: byron Frec: 0 LogProb: -13.764656
Word: bys Frec: 3 LogProb: -12.378362
Word: bysmy Frec: 0 LogProb: -13.764656
Word: byst Frec: 3 LogProb: -12.378362
Word: bystal Frec: 2 LogProb: -12.666044
Word: bystand Frec: 3 LogProb: -12.378362
Word: bystander Frec: 11 LogProb: -11.279750
Word: bysubmitting Frec: 1 LogProb: -13.071509
Word: byte Frec: 3 LogProb: -12.378362
Word: bytecode Frec: 0 LogProb: -13.764656
Word: bytecodes Frec: 0 LogProb: -13.764656
Word: bytes Frec: 0 LogProb: -13.764656
Word: bytestream Frec: 0 LogProb: -13.764656
Word: byudzhetirovanie Frec: 1 LogProb: -13.071509
Word: byway Frec: 1 LogProb: -13.071509
Word: byword Frec: 0 LogProb: -13.764656
Word: byyd Frec: 1 LogProb: -13.071509
Word: byzantine Frec: 3 LogProb: -12.378362
Word: bz Frec: 0 LogProb: -13.764656
Word: bzhr Frec: 1 LogProb: -13.071509
Word: bzih Frec: 1 LogProb: -13.071509
Word: bzimage Frec: 0 LogProb: -13.764656
Word: bzu Frec: 0 LogProb: -13.764656
Word: bzvfky Frec: 1 LogProb: -13.071509
Word: bzw Frec: 2 LogProb: -12.666044
Word: bzzt Frec: 0 LogProb: -13.764656
Word: c Frec: 1035 LogProb: -6.821534
Word: ca Frec: 743 LogProb: -7.152615
Word: caaro Frec: 0 LogProb: -13.764656
Word: cab Frec: 1 LogProb: -13.071509
Word: cabaret Frec: 1 LogProb: -13.071509
Word: cabbage Frec: 5 LogProb: -11.972897
Word: cabc Frec: 0 LogProb: -13.764656
Word: cabe Frec: 0 LogProb: -13.764656
Word: cabello Frec: 1 LogProb: -13.071509
Word: cabida Frec: 1 LogProb: -13.071509
Word: cabin Frec: 1 LogProb: -13.071509
Word: cabinet Frec: 6 LogProb: -11.818746
Word: cabinetcosme Frec: 1 LogProb: -13.071509
Word: cabinets Frec: 1 LogProb: -13.071509
Word: cable Frec: 15 LogProb: -10.992067
Word: cablefilter Frec: 2 LogProb: -12.666044
Word: cables Frec: 0 LogProb: -13.764656
Word: cablesl Frec: 1 LogProb: -13.071509
Word: cablevision Frec: 0 LogProb: -13.764656
Word: cabling Frec: 0 LogProb: -13.764656
Word: cabo Frec: 0 LogProb: -13.764656
Word: caboose Frec: 0 LogProb: -13.764656
Word: cabrera Frec: 1 LogProb: -13.071509
Word: cabriole Frec: 1 LogProb: -13.071509
Word: cabuccio Frec: 0 LogProb: -13.764656
Word: cabucos Frec: 2 LogProb: -12.666044
Word: cac Frec: 1 LogProb: -13.071509
Word: cacao Frec: 1 LogProb: -13.071509
Word: cacciatore Frec: 0 LogProb: -13.764656
Word: cach Frec: 1 LogProb: -13.071509
Word: cache Frec: 0 LogProb: -13.764656
Word: cached Frec: 0 LogProb: -13.764656
Word: caching Frec: 3 LogProb: -12.378362
Word: cackle Frec: 1 LogProb: -13.071509
Word: cackler Frec: 1 LogProb: -13.071509
Word: cactus Frec: 2 LogProb: -12.666044
Word: cad Frec: 8 LogProb: -11.567431
Word: cada Frec: 0 LogProb: -13.764656
Word: cadastrado Frec: 2 LogProb: -12.666044
Word: cadaver Frec: 1 LogProb: -13.071509
Word: cadaverous Frec: 1 LogProb: -13.071509
Word: cadence Frec: 0 LogProb: -13.764656
Word: cadent Frec: 1 LogProb: -13.071509
Word: cadger Frec: 1 LogProb: -13.071509
Word: cadmium Frec: 0 LogProb: -13.764656
Word: cadre Frec: 4 LogProb: -12.155218
Word: caduc Frec: 0 LogProb: -13.764656
Word: caduca Frec: 0 LogProb: -13.764656
Word: caducaba Frec: 0 LogProb: -13.764656
Word: caducado Frec: 0 LogProb: -13.764656
Word: caducar Frec: 0 LogProb: -13.764656
Word: caduco Frec: 0 LogProb: -13.764656
Word: cae Frec: 0 LogProb: -13.764656
Word: caesarean Frec: 0 LogProb: -13.764656
Word: caf Frec: 7 LogProb: -11.685215
Word: cafe Frec: 14 LogProb: -11.056606
Word: cafeforteana Frec: 0 LogProb: -13.764656
Word: cafes Frec: 9 LogProb: -11.462071
Word: cafeteria Frec: 3 LogProb: -12.378362
Word: caffeine Frec: 1 LogProb: -13.071509
Word: cage Frec: 4 LogProb: -12.155218
Word: cages Frec: 0 LogProb: -13.764656
Word: cagr Frec: 1 LogProb: -13.071509
Word: cahil Frec: 4 LogProb: -12.155218
Word: cahoot Frec: 1 LogProb: -13.071509
Word: caicuiated Frec: 4 LogProb: -12.155218
Word: caida Frec: 0 LogProb: -13.764656
Word: caiiber Frec: 3 LogProb: -12.378362
Word: caiif Frec: 1 LogProb: -13.071509
Word: cairn Frec: 0 LogProb: -13.764656
Word: cairo Frec: 1 LogProb: -13.071509
Word: caiso Frec: 0 LogProb: -13.764656
Word: caitlan Frec: 2 LogProb: -12.666044
Word: caitlyn Frec: 1 LogProb: -13.071509
Word: caixa Frec: 33 LogProb: -10.238296
Word: cajas Frec: 5 LogProb: -11.972897
Word: cajun Frec: 0 LogProb: -13.764656
Word: cak Frec: 2 LogProb: -12.666044
Word: cake Frec: 4 LogProb: -12.155218
Word: cakes Frec: 2 LogProb: -12.666044
Word: cal Frec: 4 LogProb: -12.155218
Word: calabrese Frec: 0 LogProb: -13.764656
Word: calaluna Frec: 3 LogProb: -12.378362
Word: calamity Frec: 0 LogProb: -13.764656
Word: calantha Frec: 4 LogProb: -12.155218
Word: calata Frec: 1 LogProb: -13.071509
Word: calaway Frec: 1 LogProb: -13.071509
Word: calc Frec: 0 LogProb: -13.764656
Word: calcalte Frec: 0 LogProb: -13.764656
Word: calciatoriignoranti Frec: 2 LogProb: -12.666044
Word: calcing Frec: 0 LogProb: -13.764656
Word: calciopredictions Frec: 2 LogProb: -12.666044
Word: calcuation Frec: 0 LogProb: -13.764656
Word: calcuiated Frec: 3 LogProb: -12.378362
Word: calcula Frec: 0 LogProb: -13.764656
Word: calculate Frec: 9 LogProb: -11.462071
Word: calculated Frec: 7 LogProb: -11.685215
Word: calculates Frec: 0 LogProb: -13.764656
Word: calculatiion Frec: 0 LogProb: -13.764656
Word: calculating Frec: 1 LogProb: -13.071509
Word: calculation Frec: 3 LogProb: -12.378362
Word: calculational Frec: 0 LogProb: -13.764656
Word: calculations Frec: 1 LogProb: -13.071509
Word: calculator Frec: 10 LogProb: -11.366761
Word: calculus Frec: 0 LogProb: -13.764656
Word: calder Frec: 2 LogProb: -12.666044
Word: caldera Frec: 0 LogProb: -13.764656
Word: calderon Frec: 0 LogProb: -13.764656
Word: calebpeter Frec: 2 LogProb: -12.666044
Word: calego Frec: 0 LogProb: -13.764656
Word: caleigh Frec: 2 LogProb: -12.666044
Word: calej Frec: 0 LogProb: -13.764656
Word: calendar Frec: 11 LogProb: -11.279750
Word: calendario Frec: 0 LogProb: -13.764656
Word: calendarlive Frec: 2 LogProb: -12.666044
Word: calendars Frec: 1 LogProb: -13.071509
Word: calender Frec: 0 LogProb: -13.764656
Word: calfificacion Frec: 0 LogProb: -13.764656
Word: calfsweepnominate Frec: 3 LogProb: -12.378362
Word: calgary Frec: 2 LogProb: -12.666044
Word: calger Frec: 0 LogProb: -13.764656
Word: calhoun Frec: 0 LogProb: -13.764656
Word: cali Frec: 1 LogProb: -13.071509
Word: caliber Frec: 4 LogProb: -12.155218
Word: calibrate Frec: 1 LogProb: -13.071509
